N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
43153|ALCON LABORATORIOS ARGENTINA S A|ALCON LAGRIMAS|SOLUCION OFTALMICA|1 FRASCO GOTERO por 15 ML |$2,313.24|0|0|0|0|0|0|0|07792086057544|DEXTRAN 70 1 MG / 1 ML + HIDROXIPROPILMETILCELULOSA 4000 CTS 3 MG / 1 ML |[['DEXTRAN 70', '1', 'MG / 1 ML'], ['HIDROXIPROPILMETILCELULOSA 4000 CTS', '3', 'MG / 1 ML']]
33206|ALCON LABORATORIOS ARGENTINA S A|ISOPTO ATROPINA 1 %|SOLUCION OFTALMICA|1 FRASCO GOTERO por 5 ML |$3,757.68|0|0|0|0|0|0|0|07792086057711|ATROPINA SULFATO 1 % |[['ATROPINA SULFATO', '1', '%']]
43243|ALCON LABORATORIOS ARGENTINA S A|ANESTALCON|SOLUCION OFTALMICA|1 FRASCO GOTERO por 15 ML |$4,489.40|0|0|0|0|0|0|0|07792086057575|PROPARACAINA CLORHIDRATO 0.5 G / 100 ML |[['PROPARACAINA CLORHIDRATO', '0.5', 'G / 100 ML']]
33206|ALCON LABORATORIOS ARGENTINA S A|ALCON ATROPINA 1%|SOLUCION OFTALMICA ESTERIL|1 FRASCO GOTERO por 5 ML |$4,753.47|0|0|0|0|0|0|0|07792086748541|ATROPINA SULFATO 1 % |[['ATROPINA SULFATO', '1', '%']]
43086|ALCON LABORATORIOS ARGENTINA S A|ALCON MYDRIL  1 %|SOLUCION OFTALMICA|1 FRASCO GOTERO por 5 ML |$6,270.94|0|0|0|0|0|0|0|07792086057551|TROPICAMIDA 1 G / 100 ML |[['TROPICAMIDA', '1', 'G / 100 ML']]
34127|ALCON LABORATORIOS ARGENTINA S A|MIRUS|SOLUCION OFTALMICA ESTERIL|1 FRASCO GOTERO por 15 ML |$6,434.75|0|0|0|0|0|0|0|07792086750490|NAFAZOLINA CLORHIDRATO 0.025 G / 100 ML + FENIRAMINA MALEATO 0.3 G / 100 ML |[['NAFAZOLINA CLORHIDRATO', '0.025', 'G / 100 ML'], ['FENIRAMINA MALEATO', '0.3', 'G / 100 ML']]
53144|ALCON LABORATORIOS ARGENTINA S A|SYSTANE ULTRA|SOLUCION OFTALMICA ESTERIL|1 FRASCO GOTERO por 10 ML |$12,719.02|0|0|0|0|0|0|0|07792086000038|PROPILENGLICOL 0.3 % + POLIETILENGLICOL 400 0.4 % |[['PROPILENGLICOL', '0.3', '%'], ['POLIETILENGLICOL 400', '0.4', '%']]
51590|ALCON LABORATORIOS ARGENTINA S A|SYSTANE|GEL OFTALMICO|1 FRASCO GOTERO por 10 ML |$13,222.79|0|0|0|0|0|0|0|07792086000106|PROPILENGLICOL 0.3 G / 100 ML + POLIETILENGLICOL 400 0.4 G / 100 ML |[['PROPILENGLICOL', '0.3', 'G / 100 ML'], ['POLIETILENGLICOL 400', '0.4', 'G / 100 ML']]
55989|ALCON LABORATORIOS ARGENTINA S A|SYSTANE BALANCE|SOLUCION OFTALMICA|1 FRASCO GOTERO por 10 ML |$13,458.91|0|0|0|0|0|0|0|07792086000083|PROPILENGLICOL 0.6 G / 100 ML |[['PROPILENGLICOL', '0.6', 'G / 100 ML']]
51590|ALCON LABORATORIOS ARGENTINA S A|SYSTANE|SOLUCION OFTALMICA|1 FRASCO GOTERO por 15 ML |$13,459.13|0|0|0|0|0|0|0|07792086416532|PROPILENGLICOL 0.3 G / 100 ML + POLIETILENGLICOL 400 0.4 G / 100 ML |[['PROPILENGLICOL', '0.3', 'G / 100 ML'], ['POLIETILENGLICOL 400', '0.4', 'G / 100 ML']]
59846|ALCON LABORATORIOS ARGENTINA S A|SYSTANE HIDRATACIÓN SP|SOLUCION OFTALMICA|1 FRASCO GOTERO por 10 ML |$13,622.95|0|0|0|0|0|0|0|07792086752418|POLIETILENGLICOL 400 0.4 G / 100 ML + PROPILENGLICOL 0.3 G / 100 ML |[['POLIETILENGLICOL 400', '0.4', 'G / 100 ML'], ['PROPILENGLICOL', '0.3', 'G / 100 ML']]
58931|ALCON LABORATORIOS ARGENTINA S A|SYSTANE COMPLETE|GOTAS OFTALMICAS|1 FRASCO GOTERO por 10 ML |$13,882.43|0|0|0|0|0|0|0|07792086658147|PROPILENGLICOL 0.6 % |[['PROPILENGLICOL', '0.6', '%']]
40612|ALCON LABORATORIOS ARGENTINA S A|MIOSTAT|INYECTABLE INTRAOCULAR|12 FRASCO AMPOLLA por 1.5 ML |$370,962.00|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07792086653173|CARBACOL 0.01 % |[['CARBACOL', '0.01', '%']]
56278|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|PROLIA|SOLUCION INYECTABLE|1 JERINGA PRELLENADA por 1 ML CON PROTECTOR DE AGUJA|$295,717.80|0|0|0|0|0|0|0|07798337900201|DENOSUMAB 60 MG/ML |[['DENOSUMAB', '60', 'MG/ML']]
59010|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|REPATHA|SOLUCION PARA INYECCION SUBCUTANEA|2 AUTOINYECTOR por 1 ML |$434,090.52|0|0|0|0|0|0|0|07798337900157|EVOLOCUMAB 140 MG / ML |[['EVOLOCUMAB', '140', 'MG / ML']]
59278|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|AVSOLA|POLVO PARA CONCENTRADO PARA SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 10 ML |$446,553.24|0|0|0|0|0|0|0|07798337900188|INFLIXIMAB 100 MG |[['INFLIXIMAB', '100', 'MG']]
59494|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|MVASI|CONCENTRADO PARA SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 4 ML de solución en un vial (Vidrio tipo I) con tapón (goma butílica) que contiene 100 mg de bevacizumab.|$594,791.48|0|0|0|0|0|0|0|07798337900164|BEVACIZUMAB 25 MG / ML |[['BEVACIZUMAB', '25', 'MG / ML']]
59082|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|AMGEVITA|SOLUCION PARA INYECCION SUBCUTANEA|2 AUTOINYECTOR por 40 MG / 0.8 ML |$620,407.40|0|0|0|0|0|0|0|07798337900119|ADALIMUMAB 20 MG / 0.4 ML |[['ADALIMUMAB', '20', 'MG / 0.4 ML']]
56484|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|XGEVA|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 1.7 ML |$746,669.45|0|0|0|0|0|0|0|07798337900058|DENOSUMAB 70 MG / ML |[['DENOSUMAB', '70', 'MG / ML']]
59340|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|EVENITY|SOLUCION PARA INYECCION|2 JERINGA PRELLENADA por 1.17 ML |$810,366.69|0|0|0|0|0|0|0|07798337900195|ROMOSOZUMAB 105 MG / 1.17 ML |[['ROMOSOZUMAB', '105', 'MG / 1.17 ML']]
59081|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|KANJINTI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 440 MG DE TRASTUZUMAB (USO UNICO). CONTENIDO EXTRAIBLE: 420 MG TRASTUZUMAB) |$1,639,682.54|0|0|0|0|0|0|0|07798337900133|TRASTUZUMAB 440 MG |[['TRASTUZUMAB', '440', 'MG']]
56092|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|NPLATE |POLVO PARA INYECTABLE|1 FRASCO AMPOLLA por 250 MCG |$1,708,500.88|0|0|0|0|0|0|0|07798337900065|ROMIPLOSTIM 250 MCG |[['ROMIPLOSTIM', '250', 'MCG']]
59494|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|MVASI|CONCENTRADO PARA SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 16 ML de solución en un vial (Vidrio tipo I) con tapón (goma butílica) que contiene 400 mg de bevacizumab.|$2,166,504.40|0|0|0|0|0|0|0|07798337900171|BEVACIZUMAB 25 MG / ML |[['BEVACIZUMAB', '25', 'MG / ML']]
59768|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|LUMAKRAS|COMPRIMIDO RECUBIERTO| BLISTER por 56 UNIDADES |$2,179,414.13|0|0|0|0|0|0|0|07798337900218|SOTORASIB 120 MG |[['SOTORASIB', '120', 'MG']]
56066|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|VECTIBIX|SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 20 MG / ML |$2,207,193.05|0|0|0|0|0|0|0|07798337900041|PANITUMUMAB 20 MG/ML |[['PANITUMUMAB', '20', 'MG/ML']]
57371|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|KYPROLIS|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 60 MG |$4,740,962.81|0|0|0|0|0|0|0|07798337900034|CARFILZOMIB 60 MG |[['CARFILZOMIB', '60', 'MG']]
57371|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|KYPROLIS|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 30 MG |$4,740,962.81|0|0|0|0|0|0|0|07798337900027|CARFILZOMIB 30 MG |[['CARFILZOMIB', '30', 'MG']]
59079|AMGEN BIOTECNOLOGIA DE ARGENTINA SRL|BLINCYTO|POLVO LIOFILIZADO PARA RECONSTITUIR CON DILUYENTE LIQUIDO|1 FRASCO AMPOLLA por 38.5 MCG de principio activo (correspondiente a 35 mcg extraíble de Blinatumomab/vial) + un vial de Solución Estabilizadora para infusión (10 ml).|$5,495,117.22|0|0|0|0|0|0|0|07798337900010| BLINATUMOMAB  38.5 MCG |[[' BLINATUMOMAB ', '38.5', 'MCG']]
47373|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|GESLUTIN|CAPSULA BLANDA| BLISTER por 30 UNIDADES |$23,106.40|0|0|0|0|0|0|0|07792219911729|PROGESTERONA MICRONIZADA 100 MG |[['PROGESTERONA MICRONIZADA', '100', 'MG']]
47373|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|GESLUTIN|CAPSULA BLANDA| BLISTER por 15 UNIDADES |$24,512.87|0|0|0|0|0|0|0|07792219911736|PROGESTERONA MICRONIZADA 200 MG |[['PROGESTERONA MICRONIZADA', '200', 'MG']]
57547|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|REDUPROST DUO|CAPSULA DURA| BLISTER por 30 UNIDADES |$40,200.75|0|0|0|0|0|0|0|07792219001079|DUTASTERIDA 0.5 MG + TAMSULOSINA CLORHIDRATO 0.4 MG |[['DUTASTERIDA', '0.5', 'MG'], ['TAMSULOSINA CLORHIDRATO', '0.4', 'MG']]
59512|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DUPERTAN 50|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$46,010.40|0|0|0|0|0|0|0|07792219912146|VALSARTAN 26 MG + SACUBITRILO 24 MG |[['VALSARTAN', '26', 'MG'], ['SACUBITRILO', '24', 'MG']]
59512|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DUPERTAN 100|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$47,717.96|0|0|0|0|0|0|0|07792219912153|VALSARTAN 51 MG + SACUBITRILO 49 MG |[['VALSARTAN', '51', 'MG'], ['SACUBITRILO', '49', 'MG']]
47373|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|GESLUTIN|CAPSULA BLANDA| BLISTER por 30 UNIDADES |$48,723.86|0|0|0|0|0|0|0|07792219911743|PROGESTERONA MICRONIZADA 200 MG |[['PROGESTERONA MICRONIZADA', '200', 'MG']]
57575|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|REMIZERAL PARCHES|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$50,510.87|0|0|0|0|0|0|0|07792219911811|RIVASTIGMINA 4.6 MG / 24 HORAS |[['RIVASTIGMINA', '4.6', 'MG / 24 HORAS']]
57575|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|REMIZERAL PARCHES|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$50,511.54|0|0|0|0|0|0|0|07792219911828|RIVASTIGMINA 9.5 MG / 24 HORAS |[['RIVASTIGMINA', '9.5', 'MG / 24 HORAS']]
57575|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|REMIZERAL PARCHES|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|1 ENVASE por 30 PARCHES |$54,946.59|0|0|0|0|0|0|0|07792219911835|RIVASTIGMINA 13.3 MG / 24 HORAS |[['RIVASTIGMINA', '13.3', 'MG / 24 HORAS']]
40495|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|AZATIOPRINA RAFFO|COMPRIMIDO| BLISTER por 100 UNIDADES |$56,072.93|0|0|0|0|0|0|0|07792219000164|AZATIOPRINA 50 MG |[['AZATIOPRINA', '50', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 20|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$57,728.95|0|0|0|0|0|0|0|07792219911927|TEMOZOLOMIDA 20 MG |[['TEMOZOLOMIDA', '20', 'MG']]
47287|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|TROZOLITE|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$75,833.72|0|0|0|0|0|0|0|07792219911866|ANASTROZOL 1 MG |[['ANASTROZOL', '1', 'MG']]
46979|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|RAFFOLUTIL 50|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$84,871.94|0|0|0|0|0|0|0|07792219911903|BICALUTAMIDA 50 MG |[['BICALUTAMIDA', '50', 'MG']]
59512|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DUPERTAN 100|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$95,731.33|0|0|0|0|0|0|0|07792219912160|VALSARTAN 51 MG + SACUBITRILO 49 MG |[['VALSARTAN', '51', 'MG'], ['SACUBITRILO', '49', 'MG']]
59512|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DUPERTAN 200|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$99,427.43|0|0|0|0|0|0|0|07792219912177|VALSARTAN 103 MG + SACUBITRILO 97 MG |[['VALSARTAN', '103', 'MG'], ['SACUBITRILO', '97', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 20|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$221,542.46|0|0|0|0|0|0|0|07792219911972|TEMOZOLOMIDA 20 MG |[['TEMOZOLOMIDA', '20', 'MG']]
46979|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|RAFFOLUTIL 150|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$248,210.04|0|0|0|0|0|0|0|07792219911910|BICALUTAMIDA 150 MG |[['BICALUTAMIDA', '150', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 100|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$282,882.36|0|0|0|0|0|0|0|07792219911934|TEMOZOLOMIDA 100 MG |[['TEMOZOLOMIDA', '100', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 140|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$375,795.39|0|0|0|0|0|0|0|07792219911958|TEMOZOLOMIDA 140 MG |[['TEMOZOLOMIDA', '140', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 180|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$480,323.35|0|0|0|0|0|0|0|07792219911965|TEMOZOLOMIDA 180 MG |[['TEMOZOLOMIDA', '180', 'MG']]
57773|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LEBRINA|CAPSULA DURA| BLISTER por 28 UNIDADES |$490,632.96|0|0|0|0|0|0|0|07792219001062|FINGOLIMOD 0.5 MG |[['FINGOLIMOD', '0.5', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 250|CAPSULA DURA|1 FRASCO por 5 UNIDADES |$693,333.80|0|0|0|0|0|0|0|07792219911941|TEMOZOLOMIDA 250 MG |[['TEMOZOLOMIDA', '250', 'MG']]
57219|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|VORIFAS|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$802,196.51|0|0|0|0|0|0|0|07792219000690|PAZOPANIB CLORHIDRATO 200 MG |[['PAZOPANIB CLORHIDRATO', '200', 'MG']]
59351|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DABATROX|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$998,761.30|0|0|0|0|0|0|0|07792219912030|CABOZANTINIB 20 MG |[['CABOZANTINIB', '20', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 100|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$1,085,597.35|0|0|0|0|0|0|0|07792219911989|TEMOZOLOMIDA 100 MG |[['TEMOZOLOMIDA', '100', 'MG']]
57219|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|VORIFAS|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$1,465,012.63|0|0|0|0|0|0|0|07792219000683|PAZOPANIB CLORHIDRATO 400 MG |[['PAZOPANIB CLORHIDRATO', '400', 'MG']]
58603|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LODATIR|CAPSULA DURA| BLISTER por 30 UNIDADES |$1,466,838.19|0|0|0|0|0|0|0|07792219001154|LENVATINIB 4 MG |[['LENVATINIB', '4', 'MG']]
52174|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DRALITEM 140|CAPSULA DURA|1 FRASCO por 21 UNIDADES |$1,500,020.35|0|0|0|0|0|0|0|07792219911996|TEMOZOLOMIDA 140 MG |[['TEMOZOLOMIDA', '140', 'MG']]
59351|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DABATROX|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$1,869,190.16|0|0|0|0|0|0|0|07792219912047|CABOZANTINIB 40 MG |[['CABOZANTINIB', '40', 'MG']]
55457|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LITEDA 70|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$2,205,372.80|0|0|0|0|0|0|0|07792219911880|DASATINIB 70 MG |[['DASATINIB', '70', 'MG']]
55457|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LITEDA 100|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$2,245,511.35|0|0|0|0|0|0|0|07792219912009|DASATINIB 100 MG |[['DASATINIB', '100', 'MG']]
55457|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LITEDA 50|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$2,267,526.16|0|0|0|0|0|0|0|07792219911873|DASATINIB 50 MG |[['DASATINIB', '50', 'MG']]
59351|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|DABATROX|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$2,890,270.14|0|0|0|0|0|0|0|07792219912054|CABOZANTINIB 60 MG |[['CABOZANTINIB', '60', 'MG']]
59441|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|RUCAFAS|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$3,553,887.96|0|0|0|0|0|0|0|07792219912061|RUCAPARIB 200 MG |[['RUCAPARIB', '200', 'MG']]
59441|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|RUCAFAS|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$3,553,887.96|0|0|0|0|0|0|0|07792219912085|RUCAPARIB 250 MG |[['RUCAPARIB', '250', 'MG']]
59441|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|RUCAFAS|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$3,553,887.96|0|0|0|0|0|0|0|07792219912108|RUCAPARIB 300 MG |[['RUCAPARIB', '300', 'MG']]
58603|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|LODATIR|CAPSULA DURA| BLISTER por 30 UNIDADES |$3,776,347.46|0|0|0|0|0|0|0|07792219001178|LENVATINIB 10 MG |[['LENVATINIB', '10', 'MG']]
59546|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|OFANIR|CAPSULA CON CONTENIDO LIQUIDO| BLISTER por 60 UNIDADES |$4,843,259.85|0|0|0|0|0|0|0|07792219912122|NINTEDANIB 100 MG |[['NINTEDANIB', '100', 'MG']]
57723|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|ESGRINIL|CAPSULA DURA| BLISTER por 270 UNIDADES |$5,412,831.65|0|0|0|0|0|0|0|07792219001055|PIRFENIDONA 267 MG |[['PIRFENIDONA', '267', 'MG']]
57723|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|ESGRINIL|COMPRIMIDO RECUBIERTO| BLISTER por 90 UNIDADES |$5,412,831.65|0|0|0|0|0|0|0|07792219911859|PIRFENIDONA 801 MG |[['PIRFENIDONA', '801', 'MG']]
59546|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|OFANIR|CAPSULA CON CONTENIDO LIQUIDO| BLISTER por 60 UNIDADES |$7,119,607.37|0|0|0|0|0|0|0|07792219912139|NINTEDANIB 150 MG |[['NINTEDANIB', '150', 'MG']]
59145|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|PONAZIC|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$7,803,979.01|0|0|0|0|0|0|0|07792219912016|PONATINIB 15 MG |[['PONATINIB', '15', 'MG']]
59145|ASOFARMA SOC ANONIMA INDUSTRIAL Y COMERCIAL|PONAZIC|COMPRIMIDO RECUBIERTO| FRASCO por 30 UNIDADES |$15,607,963.37|0|0|0|0|0|0|0|07792219912023|PONATINIB 45 MG |[['PONATINIB', '45', 'MG']]
27761|ASPEN ARGENTINA S.A.|ALDOMET |COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$9,503.06|0|0|0|0|0|0|0|07798333230050|METILDOPA ANHIDRA 250 MG |[['METILDOPA ANHIDRA', '250', 'MG']]
27761|ASPEN ARGENTINA S.A.|ALDOMET|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$13,656.07|0|0|0|0|0|0|0|07798333230074|METILDOPA ANHIDRA 500 MG |[['METILDOPA ANHIDRA', '500', 'MG']]
36820|ASPEN ARGENTINA S.A.|ORGESTRIOL|CREMA VAGINAL|1 POMO por 15 G + 1 aplicador.|$13,949.85|0|0|0|0|0|0|0|07798333230043|ESTRIOL 1 MG / G |[['ESTRIOL', '1', 'MG / G']]
36820|ASPEN ARGENTINA S.A.|ORGESTRIOL|OVULO| ENVASE por 10 UNIDADES |$16,450.24|0|0|0|0|0|0|0|07798333230098|ESTRIOL 0.5 MG |[['ESTRIOL', '0.5', 'MG']]
39417|ASPEN ARGENTINA S.A.|EMLA|CREMA|1 TUBO por 30 G |$17,666.75|0|0|0|0|0|0|0|07502253073624|PRILOCAINA 2.5 % P / P + LIDOCAINA 2.5 % P / P |[['PRILOCAINA', '2.5', '% P / P'], ['LIDOCAINA', '2.5', '% P / P']]
32968|ASPEN ARGENTINA S.A.|IMURAN|COMPRIMIDO| BLISTER por 25 UNIDADES |$18,666.16|0|0|0|0|0|0|0|07798333230029|AZATIOPRINA 50 MG |[['AZATIOPRINA', '50', 'MG']]
36533|ASPEN ARGENTINA S.A.|DURACAINE 0.5 % HIPERBARICA|SOLUCION INYECTABLE|5 AMPOLLA por 4 ML |$19,920.45|0|0|0|0|0|0|0|07798333230531|BUPIVACAINA CLORHIDRATO 5 MG / 1 ML |[['BUPIVACAINA CLORHIDRATO', '5', 'MG / 1 ML']]
26877|ASPEN ARGENTINA S.A.|DECA DURABOLIN|INYECTABLE|1 AMPOLLA por 1 ML |$23,615.05|0|0|0|0|0|0|0|07798333230135|DECANOATO DE NANDROLONA 50 MG/ML |[['DECANOATO DE NANDROLONA', '50', 'MG/ML']]
38629|ASPEN ARGENTINA S.A.|DIPRIVAN |EMULSION INYECTABLE|5 AMPOLLA por 20 ML |$30,857.53|0|0|0|0|0|0|0|07798333230425|PROPOFOL 1000 MG / 100 ML |[['PROPOFOL', '1000', 'MG / 100 ML']]
50432|ASPEN ARGENTINA S.A.|ARIXTRA|SOLUCION INYECTABLE|2 JERINGA PRELLENADA por 2.5 MG / 0.5 ML |$40,517.72|0|0|0|0|0|0|0|07502209852402|FONDAPARINUX SODICO 2.5 MG / 0.5 ML |[['FONDAPARINUX SODICO', '2.5', 'MG / 0.5 ML']]
46250|ASPEN ARGENTINA S.A.|ULTIVA|POLVO LIOFILIZADO PARA INYECTABLE|5 FRASCO AMPOLLA por 10 ML Cada frasco ampolla contiene 5 mg de REMIFENTANILO.|$42,265.35|0|0|0|0|0|0|0|07798333230494|REMIFENTANILO 5 MG |[['REMIFENTANILO', '5', 'MG']]
32968|ASPEN ARGENTINA S.A.|IMURAN|COMPRIMIDO| BLISTER por 100 UNIDADES |$56,773.24|0|0|0|0|0|0|0|07798333230012|AZATIOPRINA 50 MG |[['AZATIOPRINA', '50', 'MG']]
45562|ASPEN ARGENTINA S.A.|NAROPIN|SOLUCION INYECTABLE|5 AMPOLLA por 20 ML CON CUNA ESTERIL|$61,273.33|0|0|0|0|0|0|0|07798333230463|CLORHIDRATO DE ROPIVACAINA 7.5 MG/ML |[['CLORHIDRATO DE ROPIVACAINA', '7.5', 'MG/ML']]
45562|ASPEN ARGENTINA S.A.|NAROPIN|SOLUCION INYECTABLE|5 AMPOLLA por 20 ML CON CUNA ESTERIL|$73,982.38|0|0|0|0|0|0|0|07798333230487|CLORHIDRATO DE ROPIVACAINA 10 MG/ML |[['CLORHIDRATO DE ROPIVACAINA', '10', 'MG/ML']]
50432|ASPEN ARGENTINA S.A.|ARIXTRA|SOLUCION INYECTABLE|2 JERINGA PRELLENADA por 7.5 MG / 0.6 ML |$75,461.23|0|0|0|0|0|0|0|07502253073778|FONDAPARINUX SODICO 7.5 MG / 0.6 ML |[['FONDAPARINUX SODICO', '7.5', 'MG / 0.6 ML']]
45562|ASPEN ARGENTINA S.A.|NAROPIN|SOLUCION INYECTABLE|5 AMPOLLA por 10 ML CON CUNA ESTERIL|$87,458.99|0|0|0|0|0|0|0|07798333230470|CLORHIDRATO DE ROPIVACAINA 10 MG/ML |[['CLORHIDRATO DE ROPIVACAINA', '10', 'MG/ML']]
